,image,label
1971,1477,1
1972,1479,1
1973,1483,1
1974,1487,1
1975,1488,1
1976,1490,1
1977,1491,1
1978,1503,1
1979,1504,1
1980,1505,1
1981,1516,1
1982,1517,1
1983,1518,1
1984,1524,1
1985,1525,1
1986,1526,1
1987,1528,1
1988,1541,1
1989,1546,1
1990,1548,1
1991,1556,1
1992,1565,1
1993,1567,1
1994,1568,1
1995,1590,1
1996,1591,1
1997,1595,1
1998,1601,1
1999,1604,1
2000,1608,1
2001,1612,1
2002,1615,1
2003,1621,1
2004,1628,1
2005,1630,1
2006,1631,1
2007,1645,1
2008,1655,1
2009,1656,1
2010,1663,1
2011,1665,1
2012,1671,1
2013,1677,1
2014,1680,1
2015,1681,1
2016,1684,1
2017,1696,1
2018,1701,1
2019,1703,1
2020,1705,1
2021,1706,1
2022,1708,1
2023,1715,1
2024,1717,1
2025,1720,1
2026,1727,1
2027,1734,1
2028,1737,1
2029,1738,1
2030,1741,1
2031,1743,1
2032,1750,1
2033,1755,1
2034,1759,1
2035,1765,1
2036,1771,1
2037,1773,1
2038,1775,1
2039,1776,1
2040,1777,1
2041,1784,1
2042,1786,1
2043,1787,1
2044,1801,1
2045,1806,1
2046,1810,1
2047,1815,1
2048,1822,1
2049,1826,1
2050,1827,1
2051,1832,1
2052,1836,1
2053,1838,1
2054,1839,1
2055,1840,1
2056,1843,1
2057,1848,1
2058,1851,1
2059,1853,1
2060,1854,1
2061,1857,1
2062,1860,1
2063,1861,1
2064,1867,1
2065,1874,1
2066,1879,1
2067,1888,1
2068,1899,1
2069,1910,1
2070,1913,1
2071,1919,1
2072,1927,1
2073,1941,1
2074,1942,1
2075,1943,1
2076,1944,1
2077,1947,1
2078,1959,1
2079,1963,1
2080,1964,1
2081,1967,1
2082,1975,1
2083,1978,1
2084,1986,1
2085,1988,1
2086,1989,1
2087,1992,1
2088,1999,1
2089,2005,1
2090,2015,1
2091,2016,1
2092,2025,1
2093,2033,1
2094,2037,1
2095,2039,1
2096,2042,1
2097,2043,1
2098,2045,1
2099,2058,1
2100,2078,1
2101,2080,1
2102,2083,1
2103,2085,1
2104,2086,1
2105,2087,1
2106,2092,1
2107,2107,1
2108,2108,1
2109,2129,1
2110,2130,1
2111,2131,1
2112,2132,1
2113,2143,1
2114,2144,1
2115,2157,1
2116,2159,1
2117,2164,1
2118,2174,1
2119,2175,1
2120,2176,1
2121,2177,1
2122,2184,1
2123,2186,1
2124,2187,1
2125,2189,1
2126,2194,1
2127,2195,1
2128,2200,1
2129,2203,1
2130,2206,1
2131,2207,1
2132,2211,1
2133,2213,1
2134,2214,1
2135,2222,1
2136,2227,1
2137,2241,1
2138,2248,1
2139,2253,1
2140,2254,1
2141,2257,1
2142,2268,1
2143,2270,1
2144,2273,1
2145,2276,1
2146,2277,1
2147,2283,1
2148,2285,1
2149,2288,1
2150,2297,1
2151,2309,1
2152,2313,1
2153,2321,1
2154,2326,1
2155,2338,1
2156,2339,1
2157,2344,1
2158,2350,1
2159,2354,1
2160,2359,1
2161,2363,1
2162,2364,1
2163,2384,1
2164,2396,1
2165,2400,1
2166,2402,1
2167,2407,1
2168,2419,1
2169,2422,1
2170,2427,1
2171,2428,1
2172,2434,1
2173,2439,1
2174,2442,1
2175,2447,1
2176,2452,1
2177,2453,1
2178,2454,1
2179,2455,1
2180,2468,1
2181,2469,1
2182,2475,1
2183,2478,1
2184,2492,1
2185,2493,1
2186,2502,1
2187,2514,1
2188,2519,1
2189,2529,1
2190,2530,1
2191,2549,1
2192,2552,1
2193,2553,1
2194,2558,1
2195,2560,1
2196,2561,1
2197,2569,1
2198,2574,1
2199,2585,1
2200,2590,1
2201,2591,1
2202,2595,1
2203,2598,1
2204,2601,1
2205,2605,1
2206,2609,1
2207,2611,1
2208,2612,1
2209,2623,1
2210,2630,1
2211,2638,1
2212,2645,1
2213,2647,1
2214,2653,1
2215,2661,1
2216,2663,1
2217,2665,1
2218,2669,1
2219,2674,1
2220,2675,1
2221,2677,1
2222,2690,1
2223,2692,1
2224,2695,1
2225,2696,1
2226,2698,1
2227,2699,1
2228,2706,1
2229,2709,1
2230,2726,1
2231,2729,1
2232,2731,1
2233,2733,1
2234,2739,1
2235,2749,1
2236,2750,1
2237,2751,1
2238,2754,1
2239,2765,1
2240,2770,1
2241,2779,1
2242,2780,1
2243,2783,1
2244,2786,1
2245,2792,1
2246,2796,1
2247,2809,1
2248,2811,1
2249,2813,1
2250,2814,1
2251,2818,1
2252,2821,1
2253,2824,1
2254,2828,1
2255,42,0
2256,62,0
2257,203,0
2258,276,0
2259,415,0
2260,430,0
2261,592,0
2262,666,0
2263,699,0
2264,721,0
2265,725,0
2266,785,0
2267,1052,0
2268,1061,0
2269,1078,0
2270,1175,0
2271,1305,0
2272,1316,0
2273,1363,0
2274,1462,0
2275,1581,0
2276,1659,0
2277,1685,0
2278,1855,0
2279,26. custom-pizza-boxes-wholesale-cheap-black-pizza-box-wholesale-custom-printed-cardboard-recycle-paper-pizza-box,0
2280,1897,0
2281,2007,0
2282,2212,0
2283,2218,0
2284,2266,0
2285,2424,0
2286,2443,0
2287,2587,0
2288,2597,0
2289,2639,0
2290,2684,0
2291,2711,0
2292,2740,0
2293,2744,0
2294,2797,0
2295,2807,0
2296,2819,0
2297,55,0
2298,95,0
2299,99,0
2300,129,0
2301,249,0
2302,405,0
2303,419,0
2304,470,0
2305,598,0
2306,793,0
2307,796,0
2308,853,0
2309,861,0
2310,1000,0
2311,1022,0
2312,1072,0
2313,1105,0
2314,1229,0
2315,1231,0
2316,1258,0
2317,1274,0
2318,1286,0
2319,1337,0
2320,1364,0
2321,1366,0
2322,1416,0
2323,1792,0
2324,1870,0
2325,1877,0
2326,1909,0
2327,1911,0
2328,2052,0
2329,2077,0
2330,2088,0
2331,2199,0
2332,2234,0
2333,2246,0
2334,2343,0
2335,2401,0
2336,2404,0
2337,2423,0
2338,2460,0
2339,2578,0
2340,2790,0
2341,2810,0
2342,46,0
2343,166,0
2344,181,0
2345,206,0
2346,257,0
2347,288,0
2348,376,0
2349,440,0
2350,487,0
2351,518,0
2352,637,0
2353,648,0
2354,766,0
2355,784,0
2356,816,0
2357,875,0
2358,944,0
2359,1074,0
2360,1199,0
2361,1244,0
2362,1254,0
2363,1324,0
2364,1439,0
2365,1500,0
2366,1521,0
2367,1643,0
2368,1712,0
2369,1858,0
2370,1966,0
2371,1970,0
2372,2057,0
2373,2182,0
2374,2223,0
2375,2228,0
2376,2275,0
2377,2292,0
2378,2308,0
2379,2381,0
2380,2444,0
2381,2499,0
2382,2523,0
2383,2541,0
2384,2575,0
2385,2618,0
2386,2634,0
2387,2641,0
2388,2681,0
2389,0,1
2390,4,1
2391,6,1
2392,7,1
2393,18,1
2394,34,1
2395,35,1
2396,50,1
2397,51,1
2398,61,1
2399,75,1
2400,83,1
2401,88,1
2402,107,1
2403,110,1
2404,120,1
2405,124,1
2406,127,1
2407,132,1
2408,133,1
2409,135,1
2410,145,1
2411,155,1
2412,160,1
2413,169,1
2414,170,1
2415,171,1
2416,176,1
2417,178,1
2418,182,1
2419,207,1
2420,208,1
2421,223,1
2422,229,1
2423,232,1
2424,233,1
2425,246,1
2426,247,1
2427,253,1
2428,259,1
2429,268,1
2430,271,1
2431,277,1
2432,280,1
2433,289,1
2434,293,1
2435,297,1
2436,310,1
2437,313,1
2438,314,1
2439,315,1
2440,318,1
2441,323,1
2442,333,1
2443,336,1
2444,342,1
2445,343,1
2446,346,1
2447,349,1
2448,354,1
2449,355,1
2450,363,1
2451,368,1
2452,380,1
2453,382,1
2454,384,1
2455,386,1
2456,399,1
2457,401,1
2458,404,1
2459,409,1
2460,417,1
2461,429,1
2462,449,1
2463,452,1
2464,453,1
2465,457,1
2466,458,1
2467,459,1
2468,460,1
2469,461,1
2470,471,1
2471,474,1
2472,483,1
2473,494,1
2474,499,1
2475,503,1
2476,507,1
2477,512,1
2478,534,1
2479,547,1
2480,564,1
2481,567,1
2482,575,1
2483,578,1
2484,580,1
2485,581,1
2486,589,1
2487,593,1
2488,603,1
2489,615,1
2490,620,1
2491,622,1
2492,624,1
2493,625,1
2494,626,1
2495,630,1
2496,635,1
2497,639,1
2498,645,1
2499,656,1
2500,659,1
2501,660,1
2502,664,1
2503,670,1
2504,687,1
2505,692,1
2506,702,1
2507,710,1
2508,713,1
2509,714,1
2510,723,1
2511,734,1
2512,744,1
2513,752,1
2514,761,1
2515,767,1
2516,768,1
2517,774,1
2518,776,1
2519,779,1
2520,786,1
2521,792,1
2522,810,1
2523,812,1
2524,842,1
2525,848,1
2526,858,1
2527,862,1
2528,865,1
2529,884,1
2530,895,1
2531,897,1
2532,900,1
2533,903,1
2534,914,1
2535,915,1
2536,923,1
2537,933,1
2538,938,1
2539,963,1
2540,970,1
2541,972,1
2542,973,1
2543,974,1
2544,979,1
2545,980,1
2546,987,1
2547,990,1
2548,992,1
2549,1013,1
2550,1016,1
2551,1020,1
2552,1024,1
2553,1026,1
2554,1033,1
2555,1034,1
2556,1035,1
2557,1041,1
2558,1048,1
2559,1055,1
2560,1056,1
2561,1064,1
2562,1089,1
2563,1096,1
2564,1097,1
2565,1111,1
2566,1114,1
2567,1126,1
2568,1155,1
2569,1160,1
2570,1167,1
2571,1171,1
2572,1172,1
2573,1180,1
2574,1186,1
2575,1188,1
2576,1212,1
2577,1214,1
2578,1216,1
2579,1221,1
2580,1230,1
2581,1233,1
2582,1236,1
2583,1238,1
2584,1251,1
2585,1259,1
2586,1270,1
2587,1273,1
2588,1277,1
2589,1284,1
2590,1291,1
2591,1298,1
2592,1300,1
2593,1309,1
2594,1323,1
2595,1347,1
2596,1360,1
2597,1367,1
2598,1368,1
2599,1369,1
2600,1383,1
2601,1388,1
2602,1392,1
2603,1409,1
2604,1457,1
2605,1468,1
2606,1470,1
2607,1473,1
2608,1496,1
2609,1501,1
2610,1502,1
2611,1510,1
2612,1531,1
2613,1545,1
2614,1549,1
2615,1552,1
2616,1579,1
2617,1586,1
2618,1600,1
2619,1602,1
2620,1610,1
2621,1617,1
2622,1625,1
2623,1635,1
2624,1637,1
2625,1657,1
2626,1667,1
2627,1673,1
2628,1693,1
2629,1694,1
2630,1699,1
2631,1700,1
2632,1714,1
2633,1719,1
2634,1731,1
2635,1736,1
2636,1739,1
2637,1751,1
2638,1752,1
2639,1758,1
2640,1762,1
2641,1763,1
2642,1766,1
2643,1767,1
2644,1770,1
2645,1778,1
2646,1781,1
2647,1798,1
2648,1817,1
2649,1828,1
2650,1833,1
2651,1842,1
2652,1845,1
2653,1846,1
2654,1849,1
2655,1868,1
2656,1871,1
2657,1880,1
2658,1894,1
2659,1900,1
2660,1906,1
2661,1921,1
2662,1928,1
2663,1929,1
2664,1935,1
2665,1939,1
2666,1953,1
2667,1971,1
2668,1974,1
2669,1987,1
2670,1994,1
2671,2002,1
2672,2004,1
2673,2009,1
2674,2019,1
2675,2020,1
2676,2023,1
2677,2027,1
2678,2029,1
2679,2034,1
2680,2035,1
2681,2036,1
2682,2054,1
2683,2056,1
2684,2069,1
2685,2074,1
2686,2098,1
2687,2100,1
2688,2110,1
2689,2112,1
2690,2117,1
2691,2124,1
2692,2133,1
2693,2137,1
2694,2138,1
2695,2145,1
2696,2167,1
2697,2173,1
2698,2178,1
2699,2181,1
2700,2183,1
2701,2191,1
2702,2196,1
2703,2205,1
2704,2215,1
2705,2226,1
2706,2229,1
2707,2233,1
2708,2236,1
2709,2242,1
2710,2252,1
2711,2256,1
2712,2258,1
2713,2264,1
2714,2274,1
2715,2282,1
2716,2295,1
2717,2299,1
2718,2302,1
2719,2306,1
2720,2307,1
2721,2310,1
2722,2315,1
2723,2323,1
2724,2331,1
2725,2337,1
2726,2342,1
2727,2371,1
2728,2375,1
2729,2392,1
2730,2395,1
2731,2398,1
2732,2412,1
2733,2425,1
2734,2432,1
2735,2438,1
2736,2450,1
2737,2464,1
2738,2467,1
2739,2471,1
2740,2482,1
2741,2483,1
2742,2484,1
2743,2495,1
2744,2496,1
2745,2507,1
2746,2512,1
2747,2516,1
2748,2517,1
2749,2524,1
2750,2532,1
2751,2543,1
2752,2545,1
2753,2548,1
2754,2551,1
2755,2568,1
2756,2571,1
2757,2580,1
2758,2606,1
2759,2608,1
2760,2614,1
2761,2615,1
2762,2632,1
2763,2650,1
2764,2652,1
2765,2654,1
2766,2656,1
2767,2668,1
2768,2678,1
2769,2683,1
2770,2688,1
2771,2689,1
2772,2691,1
2773,2694,1
2774,2701,1
2775,2703,1
2776,2704,1
2777,2708,1
2778,2725,1
2779,2734,1
2780,2741,1
2781,2747,1
2782,2766,1
2783,2776,1
2784,2777,1
2785,2781,1
2786,2788,1
2787,2798,1
2788,2799,1
2789,2825,1
2790,2832,1
2791,2833,1
2792,11,0
2793,41,0
2794,116,0
2795,275,0
2796,329,0
2797,335,0
2798,441,0
2799,787,0
2800,836,0
2801,886,0
2802,962,0
2803,971,0
2804,995,0
2805,1006,0
2806,1019,0
2807,1029,0
2808,1198,0
2809,1202,0
2810,1287,0
2811,1326,0
2812,1331,0
2813,1358,0
2814,1381,0
2815,1606,0
2816,1668,0
2817,1722,0
2818,1735,0
2819,1785,0
2820,1791,0
2821,1881,0
2822,1883,0
2823,2028,0
2824,2038,0
2825,2046,0
2826,2064,0
2827,2119,0
2828,2170,0
2829,2239,0
2830,2287,0
2831,2346,0
2832,2508,0
2833,2636,0
2834,2649,0
2835,2789,0
